model,approach,setting,project,k_label,true_bug,pred_bug,overpred_bug,true_feature,pred_feature,overpred_feature,true_question,pred_question,overpred_question,n_invalid,predictions_path
Qwen-14B,ragtag,project_specific,dotnet_roslyn,k9,100,151,1.51,100,102,1.02,100,43,0.43,4,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,dotnet_roslyn,k1,100,163,1.63,100,107,1.07,100,30,0.3,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,dotnet_roslyn,k3,100,159,1.59,100,104,1.04,100,37,0.37,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,dotnet_roslyn,k6,100,150,1.5,100,102,1.02,100,47,0.47,1,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,dotnet_roslyn,k9,100,139,1.39,100,103,1.03,100,55,0.55,3,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,dotnet_roslyn,finetune_fixed,100,52,0.52,100,98,0.98,100,150,1.5,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,dotnet_roslyn,k1,100,154,1.54,100,105,1.05,100,41,0.41,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,dotnet_roslyn,k3,100,148,1.48,100,103,1.03,100,49,0.49,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,dotnet_roslyn,k6,100,144,1.44,100,101,1.01,100,53,0.53,2,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,dotnet_roslyn,k9,100,137,1.37,100,101,1.01,100,58,0.58,4,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,dotnet_roslyn,k1,100,152,1.52,100,108,1.08,100,40,0.4,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,dotnet_roslyn,k3,100,146,1.46,100,104,1.04,100,50,0.5,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,dotnet_roslyn,k6,100,145,1.45,100,100,1.0,100,54,0.54,1,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,dotnet_roslyn,k9,100,131,1.31,100,100,1.0,100,66,0.66,3,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,dotnet_roslyn,zero_shot,100,149,1.49,100,115,1.15,100,36,0.36,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,dotnet_roslyn,finetune_fixed,100,103,1.03,100,98,0.98,100,98,0.98,1,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,dotnet_roslyn,k1,100,139,1.39,100,108,1.08,100,53,0.53,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,dotnet_roslyn,k3,100,139,1.39,100,101,1.01,100,60,0.6,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,dotnet_roslyn,k6,100,143,1.43,100,96,0.96,100,59,0.59,2,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,dotnet_roslyn,k9,100,145,1.45,100,99,0.99,100,52,0.52,4,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,dotnet_roslyn,k1,100,146,1.46,100,96,0.96,100,58,0.58,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,dotnet_roslyn,k3,100,101,1.01,100,99,0.99,100,100,1.0,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,dotnet_roslyn,k6,100,85,0.85,100,96,0.96,100,118,1.18,1,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,dotnet_roslyn,k9,100,90,0.9,100,105,1.05,100,102,1.02,3,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,dotnet_roslyn,finetune_fixed,100,138,1.38,100,73,0.73,100,89,0.89,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,dotnet_roslyn,k1,100,170,1.7,100,99,0.99,100,31,0.31,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,dotnet_roslyn,k3,100,163,1.63,100,103,1.03,100,34,0.34,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,dotnet_roslyn,k6,100,149,1.49,100,106,1.06,100,43,0.43,2,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,dotnet_roslyn,k9,100,142,1.42,100,111,1.11,100,43,0.43,4,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,dotnet_roslyn,k1,100,174,1.74,100,96,0.96,100,30,0.3,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,dotnet_roslyn,k3,100,163,1.63,100,102,1.02,100,35,0.35,0,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,dotnet_roslyn,k6,100,141,1.41,100,108,1.08,100,50,0.5,1,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,dotnet_roslyn,k9,100,124,1.24,100,112,1.12,100,61,0.61,3,results/issues11k/project_specific/dotnet_roslyn/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,dotnet_roslyn,k1,100,113,1.13,100,102,1.02,100,85,0.85,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k1.csv
,vtag,project_specific,dotnet_roslyn,k10,100,133,1.33,100,86,0.86,100,81,0.81,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k10.csv
,vtag,project_specific,dotnet_roslyn,k11,100,141,1.41,100,86,0.86,100,73,0.73,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k11.csv
,vtag,project_specific,dotnet_roslyn,k12,100,142,1.42,100,87,0.87,100,71,0.71,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k12.csv
,vtag,project_specific,dotnet_roslyn,k13,100,141,1.41,100,83,0.83,100,76,0.76,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k13.csv
,vtag,project_specific,dotnet_roslyn,k14,100,141,1.41,100,79,0.79,100,80,0.8,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k14.csv
,vtag,project_specific,dotnet_roslyn,k15,100,141,1.41,100,83,0.83,100,76,0.76,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k15.csv
,vtag,project_specific,dotnet_roslyn,k16,100,142,1.42,100,80,0.8,100,78,0.78,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k16.csv
,vtag,project_specific,dotnet_roslyn,k17,100,142,1.42,100,85,0.85,100,73,0.73,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k17.csv
,vtag,project_specific,dotnet_roslyn,k18,100,145,1.45,100,81,0.81,100,74,0.74,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k18.csv
,vtag,project_specific,dotnet_roslyn,k19,100,145,1.45,100,77,0.77,100,78,0.78,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k19.csv
,vtag,project_specific,dotnet_roslyn,k2,100,113,1.13,100,102,1.02,100,85,0.85,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k2.csv
,vtag,project_specific,dotnet_roslyn,k20,100,145,1.45,100,78,0.78,100,77,0.77,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k20.csv
,vtag,project_specific,dotnet_roslyn,k25,100,152,1.52,100,74,0.74,100,74,0.74,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k25.csv
,vtag,project_specific,dotnet_roslyn,k3,100,121,1.21,100,96,0.96,100,83,0.83,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k3.csv
,vtag,project_specific,dotnet_roslyn,k30,100,154,1.54,100,74,0.74,100,72,0.72,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k30.csv
,vtag,project_specific,dotnet_roslyn,k4,100,124,1.24,100,97,0.97,100,79,0.79,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k4.csv
,vtag,project_specific,dotnet_roslyn,k5,100,125,1.25,100,94,0.94,100,81,0.81,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k5.csv
,vtag,project_specific,dotnet_roslyn,k6,100,134,1.34,100,91,0.91,100,75,0.75,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k6.csv
,vtag,project_specific,dotnet_roslyn,k7,100,129,1.29,100,91,0.91,100,80,0.8,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k7.csv
,vtag,project_specific,dotnet_roslyn,k8,100,139,1.39,100,92,0.92,100,69,0.69,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k8.csv
,vtag,project_specific,dotnet_roslyn,k9,100,135,1.35,100,92,0.92,100,73,0.73,0,results/issues11k/project_specific/dotnet_roslyn/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,dotnet_roslyn,k1,100,113,1.13,100,102,1.02,100,85,0.85,0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,dotnet_roslyn,k3,100,32,0.32,100,131,1.31,100,137,1.37,0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,dotnet_roslyn,k6,100,43,0.43,100,114,1.14,100,143,1.43,0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,dotnet_roslyn,k9,100,64,0.64,100,100,1.0,100,136,1.36,0,results/issues11k/project_specific/dotnet_roslyn/vtag_debias_m3/predictions/preds_k9.csv
Qwen-14B,ft,project_specific,facebook_react,finetune_fixed,100,119,1.19,100,61,0.61,100,120,1.2,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-14B,ragtag,project_specific,facebook_react,k1,100,151,1.51,100,89,0.89,100,60,0.6,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-14B,ragtag,project_specific,facebook_react,k3,100,145,1.45,100,87,0.87,100,68,0.68,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-14B,ragtag,project_specific,facebook_react,k6,100,143,1.43,100,86,0.86,100,71,0.71,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-14B,ragtag,project_specific,facebook_react,k9,100,144,1.44,100,86,0.86,100,70,0.7,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-14B,ragtag_debias,project_specific,facebook_react,k1,100,151,1.51,100,89,0.89,100,60,0.6,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-14B,ragtag_debias,project_specific,facebook_react,k3,100,147,1.47,100,86,0.86,100,67,0.67,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-14B,ragtag_debias,project_specific,facebook_react,k6,100,142,1.42,100,85,0.85,100,73,0.73,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-14B,ragtag_debias,project_specific,facebook_react,k9,100,141,1.41,100,86,0.86,100,73,0.73,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ft,project_specific,facebook_react,finetune_fixed,100,119,1.19,100,82,0.82,100,99,0.99,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-32B,ragtag,project_specific,facebook_react,k1,100,143,1.43,100,90,0.9,100,67,0.67,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k1.csv
Qwen-32B,ragtag,project_specific,facebook_react,k3,100,134,1.34,100,89,0.89,100,77,0.77,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k3.csv
Qwen-32B,ragtag,project_specific,facebook_react,k6,100,134,1.34,100,86,0.86,100,80,0.8,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k6.csv
Qwen-32B,ragtag,project_specific,facebook_react,k9,100,133,1.33,100,86,0.86,100,81,0.81,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_k9.csv
Qwen-32B,ragtag_debias,project_specific,facebook_react,k1,100,142,1.42,100,90,0.9,100,68,0.68,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k1.csv
Qwen-32B,ragtag_debias,project_specific,facebook_react,k3,100,138,1.38,100,89,0.89,100,73,0.73,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k3.csv
Qwen-32B,ragtag_debias,project_specific,facebook_react,k6,100,134,1.34,100,86,0.86,100,80,0.8,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k6.csv
Qwen-32B,ragtag_debias,project_specific,facebook_react,k9,100,134,1.34,100,85,0.85,100,81,0.81,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/preds_k9.csv
Qwen-32B,ragtag,project_specific,facebook_react,zero_shot,100,142,1.42,100,93,0.93,100,65,0.65,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/preds_zero_shot.csv
Qwen-3B,ft,project_specific,facebook_react,finetune_fixed,100,139,1.39,100,91,0.91,100,70,0.7,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-3B,ragtag,project_specific,facebook_react,k1,100,149,1.49,100,88,0.88,100,63,0.63,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-3B,ragtag,project_specific,facebook_react,k3,100,146,1.46,100,87,0.87,100,67,0.67,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-3B,ragtag,project_specific,facebook_react,k6,100,147,1.47,100,87,0.87,100,66,0.66,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-3B,ragtag,project_specific,facebook_react,k9,100,151,1.51,100,92,0.92,100,57,0.57,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-3B,ragtag_debias,project_specific,facebook_react,k1,100,156,1.56,100,77,0.77,100,67,0.67,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-3B,ragtag_debias,project_specific,facebook_react,k3,100,144,1.44,100,83,0.83,100,73,0.73,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-3B,ragtag_debias,project_specific,facebook_react,k6,100,144,1.44,100,85,0.85,100,71,0.71,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-3B,ragtag_debias,project_specific,facebook_react,k9,100,144,1.44,100,88,0.88,100,68,0.68,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
Qwen-7B,ft,project_specific,facebook_react,finetune_fixed,100,56,0.56,100,92,0.92,100,152,1.52,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-7B,ragtag,project_specific,facebook_react,k1,100,158,1.58,100,89,0.89,100,53,0.53,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-7B,ragtag,project_specific,facebook_react,k3,100,146,1.46,100,88,0.88,100,65,0.65,1,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-7B,ragtag,project_specific,facebook_react,k6,100,146,1.46,100,91,0.91,100,63,0.63,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
Qwen-7B,ragtag,project_specific,facebook_react,k9,100,144,1.44,100,92,0.92,100,64,0.64,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/preds_k9.csv
Qwen-7B,ragtag_debias,project_specific,facebook_react,k1,100,162,1.62,100,81,0.81,100,57,0.57,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k1.csv
Qwen-7B,ragtag_debias,project_specific,facebook_react,k3,100,149,1.49,100,85,0.85,100,65,0.65,1,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k3.csv
Qwen-7B,ragtag_debias,project_specific,facebook_react,k6,100,144,1.44,100,87,0.87,100,69,0.69,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k6.csv
Qwen-7B,ragtag_debias,project_specific,facebook_react,k9,100,143,1.43,100,91,0.91,100,66,0.66,0,results/issues11k/project_specific/facebook_react/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/preds_k9.csv
,vtag,project_specific,facebook_react,k1,100,130,1.3,100,64,0.64,100,106,1.06,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k1.csv
,vtag,project_specific,facebook_react,k10,100,136,1.36,100,64,0.64,100,100,1.0,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k10.csv
,vtag,project_specific,facebook_react,k11,100,137,1.37,100,58,0.58,100,105,1.05,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k11.csv
,vtag,project_specific,facebook_react,k12,100,139,1.39,100,58,0.58,100,103,1.03,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k12.csv
,vtag,project_specific,facebook_react,k13,100,140,1.4,100,62,0.62,100,98,0.98,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k13.csv
,vtag,project_specific,facebook_react,k14,100,136,1.36,100,61,0.61,100,103,1.03,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k14.csv
,vtag,project_specific,facebook_react,k15,100,138,1.38,100,62,0.62,100,100,1.0,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k15.csv
,vtag,project_specific,facebook_react,k16,100,137,1.37,100,60,0.6,100,103,1.03,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k16.csv
,vtag,project_specific,facebook_react,k17,100,138,1.38,100,61,0.61,100,101,1.01,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k17.csv
,vtag,project_specific,facebook_react,k18,100,137,1.37,100,62,0.62,100,101,1.01,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k18.csv
,vtag,project_specific,facebook_react,k19,100,139,1.39,100,65,0.65,100,96,0.96,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k19.csv
,vtag,project_specific,facebook_react,k2,100,130,1.3,100,64,0.64,100,106,1.06,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k2.csv
,vtag,project_specific,facebook_react,k20,100,141,1.41,100,59,0.59,100,100,1.0,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k20.csv
,vtag,project_specific,facebook_react,k25,100,143,1.43,100,63,0.63,100,94,0.94,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k25.csv
,vtag,project_specific,facebook_react,k3,100,135,1.35,100,62,0.62,100,103,1.03,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k3.csv
,vtag,project_specific,facebook_react,k30,100,143,1.43,100,63,0.63,100,94,0.94,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k30.csv
,vtag,project_specific,facebook_react,k4,100,139,1.39,100,58,0.58,100,103,1.03,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k4.csv
,vtag,project_specific,facebook_react,k5,100,136,1.36,100,63,0.63,100,101,1.01,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k5.csv
,vtag,project_specific,facebook_react,k6,100,134,1.34,100,59,0.59,100,107,1.07,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k6.csv
,vtag,project_specific,facebook_react,k7,100,135,1.35,100,59,0.59,100,106,1.06,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k7.csv
,vtag,project_specific,facebook_react,k8,100,139,1.39,100,58,0.58,100,103,1.03,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k8.csv
,vtag,project_specific,facebook_react,k9,100,136,1.36,100,60,0.6,100,104,1.04,0,results/issues11k/project_specific/facebook_react/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,facebook_react,k1,100,130,1.3,100,64,0.64,100,106,1.06,0,results/issues11k/project_specific/facebook_react/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,facebook_react,k3,100,108,1.08,100,73,0.73,100,119,1.19,0,results/issues11k/project_specific/facebook_react/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,facebook_react,k6,100,115,1.15,100,66,0.66,100,119,1.19,0,results/issues11k/project_specific/facebook_react/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,facebook_react,k9,100,124,1.24,100,62,0.62,100,114,1.14,0,results/issues11k/project_specific/facebook_react/vtag_debias_m3/predictions/preds_k9.csv
Qwen-14B,ft,project_specific,flutter_flutter,finetune_fixed,100,116,1.16,100,79,0.79,100,105,1.05,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/preds_finetune_fixed.csv
Qwen-14B,ragtag,project_specific,flutter_flutter,k1,100,134,1.34,100,120,1.2,100,46,0.46,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k1.csv
Qwen-14B,ragtag,project_specific,flutter_flutter,k3,100,133,1.33,100,116,1.16,100,51,0.51,0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k3.csv
Qwen-14B,ragtag,project_specific,flutter_flutter,k6,100,106,1.06,100,113,1.13,100,52,0.52,29,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/preds_k6.csv
